STATIONSKENNUNG,STATIONSNAME,STATIONS_ID,MaxvonGERAETETYP_NAME,MinvonVON_DATUM,GEOGR_BREITE,GEOGR_LAENGE,STATIONSHOEHE,Niederschlag 1 Min,Schnee manuell,Wind 10 Min,Temperatur und Feuchte 2 m 10 Min,Sonne 10 Min,Erdbodentemperaturen Standard 10 Min,HEADING_BUFR1,HEADING_BUFR2,HEADING_BUFR3,HEADING_BUFR4,HEADING_BUFR5,HEADING_BUFR6,HEADING_BUFR7
O950,Weischlitz-Heinersgrün,551,AMDA III / N,01-Nov-06,50.388691,11.995528,517.0,1,1,,,,,ISMD81 AMDN,ISID81 AMDN,ISND81 AMDN,ISXD81 AMDN,ISAD81 AMDN,ISHD81 AMDN,ISGD81 AMDN
O974,Klingenthal-Kamerun,6269,AMDA III / N,01-Apr-07,50.359399,12.483656,730.0,1,,,,,,ISMD81 AMDN,ISID81 AMDN,ISND81 AMDN,ISXD81 AMDN,ISAD81 AMDN,ISHD81 AMDN,ISGD81 AMDN
O980,"Elster, Bad-Sohl",1207,AMDA III / S,01-Mar-06,50.270460,12.274185,560.0,1,1,,1,,,ISMD31 AMDS,ISID31 AMDS,ISND31 AMDS,ISXD31 AMDS,ISAD31 AMDS,ISHD31 AMDS,ISGD31 AMDS
O993,Erlbach-Eubabrunn,1282,AMDA III / N,01-Jan-10,50.304233,12.383411,565.0,1,1,,,,,ISMD81 AMDN,ISID81 AMDN,ISND81 AMDN,ISXD81 AMDN,ISAD81 AMDN,ISHD81 AMDN,ISGD81 AMDN
P004,Oberleichtersbach-Modlos,3700,AMDA III / N,01-Nov-05,50.266152,9.772774,470.0,1,1,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P013,Sandberg,4377,AMDA III / S,01-Sep-05,50.351741,10.003394,510.0,1,1,,1,,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P022,Ostheim v.d. Rhön,3836,MODES III S,01-Mar-06,50.453828,10.221064,312.0,2,2,,2,,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P029,Maßbach,3207,AMDA III / N,01-Dec-04,50.179741,10.271985,326.0,1,1,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P032,Aubstadt,7392,AMDA III / W,01-Jan-08,50.333221,10.448744,304.0,,,2,,,,ISMD78 AMDW,ISID78 AMDW,ISND78 AMDW,ISXD78 AMDW,ISAD78 AMDW,ISHD78 AMDW,ISGD78 AMDW
P033,"Königshofen, Bad",2680,AMDA III / S,01-Jun-05,50.284000,10.445600,288.0,1,1,,1,,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P038,Sulzdorf an der Lederhecke,4958,MODES III N,01-Mar-05,50.241932,10.567027,332.0,2,2,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P058,Itzgrund-Herreth,2431,MODES III N,01-Oct-04,50.133847,10.931775,367.0,4,4,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P062,Ludwigsstadt-Lauenstein,3080,MODES III N,01-Oct-04,50.513088,11.366453,520.0,2,2,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P066,Kronach,2750,AMDA III / S,01-Nov-05,50.252336,11.320930,312.0,1,1,,1,1,1,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P068,Burgkunstadt,812,MODES III N,01-Dec-04,50.142748,11.232231,276.0,2,2,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P071,Teuschnitz,5017,AMDA III / S,01-Nov-05,50.400219,11.388904,633.0,2,2,,2,,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P073,"Steben, Bad",6338,AMDA III / N,01-Mar-05,50.361766,11.622293,608.0,1,1,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P079,Ludwigschorgast,3497,AMDA III / N,01-Oct-04,50.122752,11.559683,336.0,1,1,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P088,Stammbach-Querenbach,4818,AMDA III / N,01-Oct-04,50.153050,11.740256,598.0,1,1,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P095,Rehau,4109,AMDA III / N,01-Oct-04,50.221378,12.027560,587.0,1,1,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P098,Selb/Oberfranken-Lauterbach,4548,AMDA III / S,01-Jul-07,50.204647,12.143496,609.0,1,1,,1,,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P099,Selb-Spielberg,6196,AMDA III / W,01-Jun-11,50.158666,12.038640,610.0,,,1,,,,ISMD78 AMDW,ISID78 AMDW,ISND78 AMDW,ISXD78 AMDW,ISAD78 AMDW,ISHD78 AMDW,ISGD78 AMDW
P100,Kahl/Main,2480,MODES III S,01-Sep-04,50.064313,8.993000,107.0,3,3,,3,,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P104,Heinrichsthal,2109,AMDA III / N,01-Oct-04,50.066441,9.345831,450.0,1,1,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P113,Lohr/Main-Halsbach,6336,AMDA III / S,01-Nov-05,50.013182,9.654003,285.0,1,1,,1,,1,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P125,Arnstein-Müdesheim,191,AMDA III / S,01-Mar-05,49.969460,9.911327,220.0,1,1,,1,,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P131,Schonungen-Mainberg,6347,AMDA III / S,01-Mar-05,50.057935,10.297177,304.0,1,1,,1,1,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P137,Kolitzheim,2709,MODES III N,01-Nov-04,49.916393,10.236281,230.0,2,2,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P138,Prosselsheim-Seligenstadt,4016,AMDA III / N,01-Mar-05,49.852643,10.100557,284.0,2,2,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P141,Königsberg/Bayern-Holzhausen,6200,MODES III N,01-Oct-04,50.078551,10.488741,259.0,2,2,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P148,Ebrach,1107,AMDA III / S,01-Dec-04,49.851977,10.499043,346.0,1,1,,1,,1,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P151,Rentweinsdorf-Treinfeld,7430,MODES III N,01-Nov-07,50.061354,10.812894,258.0,2,2,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P158,Scheßlitz-Köttensdorf,6195,MODES III N,01-Oct-04,49.956068,11.018965,304.0,3,3,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P164,Thurnau-Tannfeld,5034,AMDA III / N,01-Mar-06,49.984158,11.400773,513.0,1,1,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P168,Aufseß-Hochstahl,227,MODES III N,01-Oct-04,49.882331,11.265587,432.0,2,2,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P175,Heinersreuth-Vollhof,320,MODES III S,01-Jul-06,49.966670,11.519692,350.0,4,4,,4,4,4,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P179,Creußen-Bühl,885,MODES III N,01-Jun-05,49.844865,11.616049,450.0,2,2,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P182,Fichtelberg/Oberfranken-Hüttstadl,1357,MODES III S,01-Mar-05,49.980690,11.837637,654.0,3,3,3,3,,,ISMD39 AMDS,ISID39 AMDS,ISND39 AMDS,ISXD39 AMDS,ISAD39 AMDS,ISHD39 AMDS,ISGD39 AMDS
P185,Waldershof-Schafbruck,5303,AMDA III / N,01-Sep-04,49.935989,12.093479,723.0,1,1,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P188,Kemnath,2556,AMDA III / N,01-Nov-04,49.867184,11.881041,460.0,1,1,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P189,Pressath-Mühlberg,3999,AMDA III / N,01-Nov-04,49.784494,12.032920,595.0,1,1,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P190,Hohenberg/Eger,2274,AMDA III / N,01-Nov-04,50.091960,12.213188,517.0,1,1,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P197,Mähring,3121,AMDA III / N,01-Sep-04,49.911383,12.527646,676.0,1,1,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P198,Tirschenreuth-Lodermühl,5046,AMDA III / S,01-Mar-08,49.857622,12.354196,500.0,1,1,,1,,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P222,Altertheim-Oberaltertheim,130,MODES III N,01-Dec-04,49.728287,9.769150,300.0,3,3,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P228,Bütthard,789,MODES III N,01-Jun-04,49.606402,9.883535,263.0,2,2,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P232,Kitzingen,2600,AMDA III / S,01-Mar-05,49.736304,10.178117,188.0,2,2,,2,,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P236,Markt Bibart,3179,AMDA III / N,01-Aug-04,49.665970,10.385085,317.0,1,1,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P237,Ergersheim-Neuherberg,15122,AMDA III / W,01-Apr-12,49.520012,10.285397,379.7,,,1,,,,ISMD78 AMDW,ISID78 AMDW,ISND78 AMDW,ISXD78 AMDW,ISAD78 AMDW,ISHD78 AMDW,ISGD78 AMDW
P238,Gollhofen,5149,AMDA III / S,01-Jan-05,49.574050,10.191588,308.0,1,1,,1,,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P257,Möhrendorf-Kleinseebach,1279,AMDA III / S,01-Jul-06,49.649744,11.007445,268.0,1,1,,1,1,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P262,Gößweinstein,1689,MODES III N,01-Jul-04,49.765591,11.306126,443.0,2,,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P265,Gräfenberg-Kasberg,1721,AMDA III / S,01-Oct-06,49.663990,11.223886,506.0,1,1,,1,,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P270,Plech,3948,MODES III N,01-Sep-04,49.648959,11.468565,443.0,3,3,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P280,Neustadt am Kulm-Filchendorf,3571,AMDA III / S,01-Mar-08,49.817385,11.863809,452.0,2,2,,2,2,2,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P287,Freihung-Großschönbrunn,1458,AMDA III / N,01-Apr-05,49.574717,11.886045,493.0,1,1,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P294,Flossenbürg,1392,AMDA III / N,01-Apr-10,49.731702,12.349075,622.0,1,,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P298,Waidhaus-Pfrentsch,5285,AMDA III / N,01-Nov-04,49.618041,12.489524,499.0,1,1,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P299,Schönsee-Dietersdorf,4546,AMDA III / N,01-Nov-04,49.527228,12.570347,685.0,1,1,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P300,Simmershofen-Adelhofen,6201,MODES III N,01-Dec-04,49.533611,10.154897,337.0,2,2,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P305,Rothenburg ob der Tauber,4287,MODES III S,01-Jan-05,49.384842,10.173229,415.0,2,2,,2,,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P308,Neuburg/Kammel-Langenhaslach,3485,AMDA III / S,01-May-05,48.311450,10.377302,486.0,1,1,,1,,1,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P315,Dietenhofen,970,AMDA III / N,01-Nov-02,49.415840,10.673442,405.0,1,1,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P317,Weihenzell-Grüb,5405,AMDA III / N,01-Jul-04,49.337570,10.605990,474.0,1,1,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P319,Weidenbach-Weiherschneidbach,6158,AMDA III / S,01-Nov-04,49.224749,10.608435,455.0,1,1,,1,1,1,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P321,Langenzenn,2860,AMDA III / N,01-Dec-04,49.507518,10.788405,370.0,1,1,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P327,Rohr/Mittelfranken-Dechendorf,4248,AMDA III / N,01-Nov-02,49.308214,10.918333,402.0,3,3,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P333,Nürnberg-Netzstall,3667,AMDA III / S,01-Mar-05,49.425781,11.253831,368.0,1,1,,1,,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P337,Wendelstein-Kleinschwarzenlohe,4599,AMDA III / N,01-Jan-05,49.342520,11.107672,331.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P339,Freystadt-Oberndorf,1473,MODES III S,01-Jan-06,49.178019,11.373536,436.0,2,2,,2,2,2,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P343,Pommelsbrunn-Mittelburg,3975,MODES III S,01-Mar-05,49.477716,11.535720,522.0,2,2,,2,2,2,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P350,Neumarkt-Höhenberg,3534,MODES III W,01-May-09,49.271244,11.488152,583.0,,,3,,,,ISMD78 AMDW,ISID78 AMDW,ISND78 AMDW,ISXD78 AMDW,ISAD78 AMDW,ISHD78 AMDW,ISGD78 AMDW
P354,Amberg-Unterammersricht,151,AMDA III / S,01-Mar-05,49.469064,11.854641,383.0,2,2,,2,,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P355,Röllbach,3319,MODES III S,01-Sep-06,49.764389,9.253031,239.0,2,2,,2,,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P356,"Kastl, Kreis Amberg-Sulzbach",2538,AMDA III / N,01-Jun-05,49.365841,11.692538,424.0,1,1,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P359,Schmidmühlen,4494,AMDA III / N,01-Feb-05,49.280643,11.914008,453.0,2,2,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P363,Schmidgaden,4493,AMDA III / N,01-Apr-05,49.411737,12.076020,416.0,1,1,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P366,Schwandorf,4592,AMDA III / S,01-Dec-05,49.327832,12.087041,356.0,1,1,,1,1,1,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P370,Trausnitz-Reisach,6216,AMDA III / N,01-Apr-05,49.532225,12.279889,465.0,3,3,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P372,Oberviechtach,3739,AMDA III / S,01-Mar-05,49.452098,12.436557,596.0,1,1,,1,,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P374,Altendorf,118,AMDA III / N,01-Jun-05,49.405257,12.285179,391.0,2,2,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P379,Roding-Neubäu,4224,MODES III N,01-Sep-05,49.241159,12.412375,388.0,3,3,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P380,Roding-Wetterfeld,4225,AMDA III / W,01-Dec-08,49.219531,12.535961,373.0,,,2,,,,ISMD78 AMDW,ISID78 AMDW,ISND78 AMDW,ISXD78 AMDW,ISAD78 AMDW,ISHD78 AMDW,ISGD78 AMDW
P389,"Weiding, Kreis Cham-Dalking",5401,MODES III N,01-Jan-05,49.271660,12.745060,425.0,2,2,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P405,Dinkelsbühl-Oberwinstetten,985,MODES III N,01-Jan-06,49.050365,10.289247,491.0,4,4,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P411,Haundorf-Obererlbach,2064,AMDA III / N,01-Jan-05,49.183955,10.824304,449.0,1,1,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P412,Altmühlsee,6096,AMDA III / W,11-Oct-06,49.142339,10.730064,416.0,,,1,,,,ISMD78 AMDW,ISID78 AMDW,ISND78 AMDW,ISXD78 AMDW,ISAD78 AMDW,ISHD78 AMDW,ISGD78 AMDW
P418,Polsingen-Döckingen,3972,AMDA III / N,01-Nov-02,48.934310,10.758555,510.0,1,1,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P425,Thalmässing,5023,AMDA III / N,01-Nov-02,49.087068,11.223648,417.0,1,1,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P433,Berching,360,AMDA III / N,01-Jul-04,49.111467,11.432818,403.0,1,1,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P441,Parsberg/Oberpfalz-Eglwang,3875,AMDA III / S,01-Jan-05,49.151020,11.689638,549.0,3,3,,3,3,3,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P444,Beratzhausen,359,AMDA III / N,01-Jul-04,49.102270,11.795766,463.0,1,1,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P448,Riedenburg,4185,MODES III N,01-Sep-04,48.955686,11.727778,363.0,2,2,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P453,Nittenau-Harting,3617,AMDA III / N,01-Jan-05,49.165866,12.278795,430.0,1,1,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P460,Hagelstadt,103,AMDA III / N,01-Jul-04,48.895974,12.216967,364.0,1,1,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P463,Schorndorf-Knöbling,4559,AMDA III / S,01-May-05,49.164347,12.617474,399.0,1,1,,1,,1,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P467,Wiesenfelden-Utzenzell,5548,AMDA III / N,01-Jul-04,49.032084,12.550359,680.0,1,,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P472,Prackenbach-Neuhäusl,7350,MODES III S,01-Aug-06,49.108807,12.823077,588.0,2,2,,2,,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P477,Sankt Englmar,4387,AMDA III / N,01-Aug-04,49.002889,12.823720,810.0,1,1,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P481,Lam-Lambach,6215,MODES III N,01-Feb-05,49.215367,13.066181,692.0,3,3,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P501,Reimlingen,3621,AMDA III / S,01-Jan-06,48.825254,10.506667,435.0,1,1,,1,,1,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P505,Aura im Sinngrund,240,AMDA III / N,01-Sep-04,50.180523,9.574273,287.0,2,2,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P515,Donauwörth-Osterweiler,7319,AMDA III / S,01-Mar-05,48.737412,10.739322,435.0,1,1,,1,,1,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P521,Tagmersheim-Blossenau,4159,AMDA III / N,01-Dec-04,48.810398,10.935893,522.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P522,Eichstätt-Landershofen,1161,MODES III S,01-Feb-05,48.877749,11.234880,384.0,2,2,,2,,2,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
